Category,Player,Line,Prediction,Prob,Result,Odds,Threshold,Date
Points,Giannis Antetokounmpo,34.5,UNDER,0.6149068322981367,28.91573143005371,demon,5.5,02-13-2024
Points,LeBron James,29.5,UNDER,0.6149068322981367,24.066770553588867,demon,5.5,02-13-2024
Points,D'Angelo Russell,24.5,UNDER,0.6149068322981367,18.9497013092041,demon,5.5,02-13-2024
Assists,Austin Reaves,7.5,UNDER,0.5979381443298969,5.802781105041504,demon,1.5,02-13-2024
Assists,Bam Adebayo,5.5,UNDER,0.5979381443298969,4.155869483947754,demon,1.5,02-13-2024
Assists,LeBron James,9.5,UNDER,0.5979381443298969,7.999545574188232,demon,1.5,02-13-2024
Assists,Jaden Ivey,5.5,UNDER,0.5979381443298969,4.183734893798828,demon,1.5,02-13-2024
Assists,Bradley Beal,6.5,UNDER,0.5979381443298969,4.849452972412109,demon,1.5,02-13-2024
Assists,Domantas Sabonis,11.5,UNDER,0.5979381443298969,10.033113479614258,demon,1.5,02-13-2024
3-PT Made,Cam Thomas,3.5,UNDER,0.5789473684210527,2.3209619522094727,demon,1.0,02-13-2024
3-PT Made,De'Aaron Fox,3.5,UNDER,0.5789473684210527,2.644165515899658,demon,1.0,02-13-2024
3-PT Made,Chet Holmgren,2.5,UNDER,0.5789473684210527,1.4925119876861572,demon,1.0,02-13-2024
3-PT Made,Jalen Williams,2.5,UNDER,0.5789473684210527,1.4440817832946777,demon,1.0,02-13-2024
3-PT Made,Anfernee Simons,4.5,UNDER,0.5789473684210527,3.274017810821533,demon,1.0,02-13-2024
3-PT Made,Derrick White,3.5,UNDER,0.5789473684210527,2.4237301349639893,demon,1.0,02-13-2024
3-PT Made,Malik Beasley,3.5,UNDER,0.5789473684210527,2.5975308418273926,demon,1.0,02-13-2024
Rebounds,Bradley Beal,6.5,UNDER,0.5687203791469194,4.262119293212891,demon,2.0,02-13-2024
Rebounds,Jaylen Brown,7.5,UNDER,0.5687203791469194,5.457262992858887,demon,2.0,02-13-2024
Rebounds,Josh Giddey,7.5,UNDER,0.5687203791469194,5.362637519836426,demon,2.0,02-13-2024
Rebounds,Chet Holmgren,9.5,UNDER,0.5687203791469194,7.352757453918457,demon,2.0,02-13-2024
Rebounds,Tyler Herro,6.5,UNDER,0.5687203791469194,4.627194404602051,demon,2.0,02-13-2024
Rebounds,Karl-Anthony Towns,9.5,UNDER,0.5687203791469194,7.541617393493652,demon,2.0,02-13-2024
Rebounds,Domantas Sabonis,15.5,UNDER,0.5687203791469194,13.557785987854004,demon,2.0,02-13-2024
Rebounds,Rudy Gobert,14.5,UNDER,0.5687203791469194,12.41125774383545,demon,2.0,02-13-2024
Points,Derrick White,19.5,UNDER,0.5652173913043478,14.6240873336792,demon,5.0,02-13-2024
Points,Bradley Beal,24.5,UNDER,0.5652173913043478,19.310531616210938,demon,5.0,02-13-2024
Points,Anthony Davis,29.5,UNDER,0.5652173913043478,24.350271224975586,demon,5.0,02-13-2024
Points,Damian Lillard,29.5,UNDER,0.5652173913043478,24.517484664916992,demon,5.0,02-13-2024
Steals,Chet Holmgren,1.5,UNDER,0.5602094240837696,0.8371047973632812,demon,0.5,02-13-2024
Steals,Franz Wagner,1.5,UNDER,0.5602094240837696,1.124521255493164,demon,0.5,02-13-2024
Steals,Luguentz Dort,1.5,UNDER,0.5602094240837696,0.8903040885925293,demon,0.5,02-13-2024
Steals,Mikal Bridges,1.5,UNDER,0.5602094240837696,0.9050365686416626,demon,0.5,02-13-2024
Steals,Derrick White,1.5,UNDER,0.5602094240837696,1.0615051984786987,demon,0.5,02-13-2024
Steals,Jayson Tatum,1.5,UNDER,0.5602094240837696,1.0041769742965698,demon,0.5,02-13-2024
Steals,Cam Thomas,1.5,UNDER,0.5602094240837696,0.8700264096260071,demon,0.5,02-13-2024
Steals,Ben Simmons,1.5,UNDER,0.5602094240837696,1.1801427602767944,demon,0.5,02-13-2024
Points,De'Aaron Fox,29.5,UNDER,0.531055900621118,25.224637985229492,demon,4.5,02-13-2024
Points,Wendell Carter Jr.,14.5,UNDER,0.4829192546583851,10.353580474853516,demon,4.0,02-13-2024
Rebounds,Keegan Murray,6.5,UNDER,0.4676145339652449,4.985198020935059,demon,1.5,02-13-2024
Rebounds,Jalen Williams,5.5,UNDER,0.4676145339652449,4.060441970825195,demon,1.5,02-13-2024
Rebounds,Jaime Jaquez Jr.,5.5,UNDER,0.4676145339652449,4.159097671508789,demon,1.5,02-13-2024
Rebounds,Jrue Holiday,6.5,UNDER,0.4676145339652449,5.197443962097168,demon,1.5,02-13-2024
Rebounds,Cade Cunningham,5.5,UNDER,0.4676145339652449,4.02810525894165,demon,1.5,02-13-2024
Rebounds,Anthony Edwards,6.5,UNDER,0.4676145339652449,5.134608268737793,demon,1.5,02-13-2024
Assists,Devin Booker,7.5,UNDER,0.4536082474226804,6.5305399894714355,demon,1.0,02-13-2024
Assists,Damian Lillard,7.5,UNDER,0.4536082474226804,6.301429271697998,demon,1.0,02-13-2024
Assists,Derrick White,5.5,UNDER,0.4536082474226804,4.683709144592285,demon,1.0,02-13-2024
Assists,Jalen Suggs,3.5,UNDER,0.4536082474226804,2.4550223350524902,demon,1.0,02-13-2024
Assists,Wendell Carter Jr.,2.5,UNDER,0.4536082474226804,1.6941081285476685,demon,1.0,02-13-2024
Assists,De'Aaron Fox,6.5,UNDER,0.4536082474226804,5.3298492431640625,demon,1.0,02-13-2024
Assists,Chet Holmgren,3.5,UNDER,0.4536082474226804,2.6240334510803223,demon,1.0,02-13-2024
Assists,Franz Wagner,5.5,UNDER,0.4536082474226804,4.407251358032227,demon,1.0,02-13-2024
Assists,Jerami Grant,4.5,UNDER,0.4536082474226804,3.3732125759124756,demon,1.0,02-13-2024
Assists,Brook Lopez,2.5,UNDER,0.4536082474226804,1.6713835000991821,demon,1.0,02-13-2024
Assists,Jayson Tatum,6.5,UNDER,0.4536082474226804,5.281857490539551,demon,1.0,02-13-2024
Points,Deandre Ayton,17.5,UNDER,0.4394409937888199,13.928472518920898,demon,3.5,02-13-2024
Points,Kristaps Porzingis,24.5,UNDER,0.4394409937888199,21.153589248657227,demon,3.5,02-13-2024
Points,Anthony Edwards,29.5,UNDER,0.4394409937888199,25.78635597229004,demon,3.5,02-13-2024
Points,Luguentz Dort,14.5,UNDER,0.4394409937888199,11.04841423034668,demon,3.5,02-13-2024
Points,Keegan Murray,17.5,UNDER,0.37732919254658387,14.657827377319336,demon,3.0,02-13-2024
Points,Josh Giddey,14.5,UNDER,0.37732919254658387,11.690537452697754,demon,3.0,02-13-2024
Points,Grayson Allen,14.5,UNDER,0.37732919254658387,11.616278648376465,demon,3.0,02-13-2024
Points,Malik Beasley,14.5,UNDER,0.37732919254658387,11.266925811767578,demon,3.0,02-13-2024
Points,Austin Reaves,19.5,UNDER,0.37732919254658387,16.667024612426758,demon,3.0,02-13-2024
Rebounds,Grayson Allen,4.5,UNDER,0.3380726698262243,3.728196620941162,demon,1.0,02-13-2024
Rebounds,Luguentz Dort,4.5,UNDER,0.3380726698262243,3.563816785812378,demon,1.0,02-13-2024
3-PT Made,Jerami Grant,2.5,UNDER,0.31798245614035087,1.9910513162612915,demon,0.5,02-13-2024
3-PT Made,Keegan Murray,2.5,UNDER,0.31798245614035087,2.1326608657836914,demon,0.5,02-13-2024
3-PT Made,Jaylen Brown,2.5,UNDER,0.31798245614035087,2.1066081523895264,demon,0.5,02-13-2024
3-PT Made,Jrue Holiday,2.5,UNDER,0.31798245614035087,1.9429044723510742,demon,0.5,02-13-2024
3-PT Made,LeBron James,2.5,UNDER,0.31798245614035087,2.0674192905426025,demon,0.5,02-13-2024
3-PT Made,Bradley Beal,2.5,UNDER,0.31798245614035087,1.9023325443267822,demon,0.5,02-13-2024
3-PT Made,Dorian Finney-Smith,2.5,UNDER,0.31798245614035087,1.932645320892334,demon,0.5,02-13-2024
3-PT Made,Austin Reaves,2.5,UNDER,0.31798245614035087,1.9692227840423584,demon,0.5,02-13-2024
3-PT Made,Kristaps Porzingis,2.5,UNDER,0.31798245614035087,1.9226740598678589,demon,0.5,02-13-2024
3-PT Made,Grayson Allen,2.5,UNDER,0.31798245614035087,2.1275885105133057,demon,0.5,02-13-2024
Points,Chet Holmgren,19.5,UNDER,0.3136645962732919,16.8544921875,demon,2.5,02-13-2024
Points,Harrison Barnes,14.5,UNDER,0.3136645962732919,11.854334831237793,demon,2.5,02-13-2024
Points,Jusuf Nurkic,14.5,UNDER,0.3136645962732919,12.197005271911621,demon,2.5,02-13-2024
Points,Kevin Durant,29.5,UNDER,0.3136645962732919,27.205976486206055,demon,2.5,02-13-2024
Points,Karl-Anthony Towns,24.5,UNDER,0.3136645962732919,21.88002586364746,demon,2.5,02-13-2024
Points,Rudy Gobert,16.5,UNDER,0.3136645962732919,14.006193161010742,demon,2.5,02-13-2024
Points,Jerami Grant,24.5,UNDER,0.3136645962732919,21.94581413269043,demon,2.5,02-13-2024
Points,Domantas Sabonis,21.5,UNDER,0.3136645962732919,19.124643325805664,demon,2.5,02-13-2024
Points,Kevin Huerter,12.5,UNDER,0.2593167701863354,10.625697135925293,demon,2.0,02-13-2024
Points,Brook Lopez,14.5,UNDER,0.2593167701863354,12.588638305664062,demon,2.0,02-13-2024
Points,Jalen Suggs,14.5,UNDER,0.2593167701863354,12.60445499420166,demon,2.0,02-13-2024
Points,Cade Cunningham,24.5,UNDER,0.2593167701863354,22.295663833618164,demon,2.0,02-13-2024
Assists,Markelle Fultz,4.5,UNDER,0.24054982817869416,3.757542610168457,demon,0.5,02-13-2024
Assists,D'Angelo Russell,6.5,UNDER,0.24054982817869416,6.071109771728516,demon,0.5,02-13-2024
Assists,Mikal Bridges,4.5,UNDER,0.24054982817869416,3.9240505695343018,demon,0.5,02-13-2024
Assists,Kevin Durant,6.5,UNDER,0.24054982817869416,5.858199119567871,demon,0.5,02-13-2024
Assists,Karl-Anthony Towns,3.5,UNDER,0.24054982817869416,3.2245092391967773,demon,0.5,02-13-2024
Points,Mike Conley,11.5,UNDER,0.19409937888198758,10.122406005859375,demon,1.5,02-13-2024
Rebounds,Dorian Finney-Smith,5.5,UNDER,0.18799368088467613,4.76570987701416,demon,0.5,02-13-2024
Rebounds,Deandre Ayton,10.5,UNDER,0.18799368088467613,9.958184242248535,demon,0.5,02-13-2024
Rebounds,Harrison Barnes,3.5,UNDER,0.18799368088467613,3.100559711456299,demon,0.5,02-13-2024
Points,Anfernee Simons,24.5,UNDER,0.12732919254658384,23.37392807006836,demon,1.0,02-13-2024
Points,Dorian Finney-Smith,9.5,UNDER,0.06832298136645963,8.844220161437988,demon,0.5,02-13-2024
Assists,Anthony Davis,4.5,UNDER,0.0,4.416435241699219,demon,0.0,02-13-2024
Steals,Markelle Fultz,1.5,UNDER,0.0,1.3184852600097656,demon,0.0,02-13-2024
3-PT Made,Markelle Fultz,0.5,UNDER,0.0,0.4342581033706665,demon,0.0,02-13-2024
Assists,Grayson Allen,3.5,UNDER,0.0,3.40167236328125,demon,0.0,02-13-2024
Blocked Shots,Cam Thomas,0.5,OVER,0.0,0.6096794605255127,demon,0.0,02-13-2024
